CD4	18085186	18085186	1.14837297920674e-06
CD4	18092931	18092931	5.57451351674478e-07
CD4	18098857	18098857	4.26811536810315e-07
CD4	18100159	18100159	4.43193507688583e-07
CD4	18111027	18111027	5.0854233548669e-07
CD4	18113789	18113789	1.34580513463902e-05
CD4	18114553	18114553	8.68745352297025e-07
CD4	18114932	18114932	1.3379805565855e-05
CD4	18116230	18116230	8.88588889566093e-07
CD4	18117662	18117662	9.21211800366406e-07
CD4	18122198	18122198	1.49209956746913e-05
CD4	18124348	18124348	1.44063405704504e-06
CD4	18127429	18127429	1.84890172998083e-06
CD4	18128149	18128149	2.84500252689367e-06
CD4	18129321	18129321	4.66247362002782e-05
CD4	18143809	18143809	2.29964745594856e-05
CD4	222970847	222970847	3.68299972854446e-05
CD4	222971165	222971165	3.68299972854446e-05
CD4	222971340	222971340	3.68910776754587e-05
CD4	222971633	222971633	3.69302104252864e-05
CD4	222971669	222971669	3.67377555119701e-05
CD4	222971849	222971849	1.11032255667688e-05
CD4	222971895	222971895	3.67193856690533e-05
CD4	222972345	222972345	3.71683079623929e-05
CD4	222972743	222972743	3.71683079623929e-05
CD4	222973890	222973890	3.70139791892972e-05
CD4	222974876	222974876	3.71900144520566e-05
CD4	222976013	222976013	3.71767296452245e-05
CD4	222976378	222976378	3.64381471246345e-05
CD4	222976785	222976785	2.16431013803448e-05
CD4	222976792	222976792	2.13444933657629e-05
CD4	222976865	222976865	2.14281675919275e-05
CD4	222977035	222977035	2.11839871937388e-05
CD4	222977078	222977078	2.10237360900494e-05
CD4	222977186	222977186	2.04481712547854e-05
CD4	222977605	222977605	1.98979516502224e-05
CD4	222978042	222978042	2.06122494226887e-05
CD4	222978289	222978289	2.04444764016663e-05
CD4	222978480	222978480	2.03841823392767e-05
CD4	222978550	222978550	2.03621015396992e-05
CD4	222978961	222978961	3.33512734205798e-05
CD4	222979139	222979139	1.97212662608846e-05
CD4	222981988	222981988	2.98469307987514e-05
CD4	222982110	222982110	2.97001753512476e-05
CD4	222982586	222982586	2.92328401924509e-05
